<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
NOKRUB;D;20221012;0;5.8351301;;;5.8804123;
NOKRUB;D;20221012;0;5.8809114;;;5.8882919;
NOKRUB;D;20221012;0;5.8889475;;;5.9732902;
NOKRUB;D;20221012;0;5.9800989;;;6.0093708;
NOKRUB;D;20221012;0;6.0141404;;;6.0690129;
NOKRUB;D;20221012;0;6.0459430;;;6.0113440;
NOKRUB;D;20221012;0;6.0224841;;;6.0556859;
NOKRUB;D;20221012;0;5.9808388;;;6.0379080;
NOKRUB;D;20221012;0;6.0317624;;;6.0380672;
NOKRUB;D;20221012;0;5.9431558;;;5.9634144;
NOKRUB;D;20221012;0;5.9634144;;;5.9539944;
NOKRUB;D;20221012;0;5.9534379;;;5.9427879;
NOKRUB;D;20221013;0;5.9421087;;;5.9426978;
NOKRUB;D;20221013;0;5.8844375;;;5.9356567;
NOKRUB;D;20221013;0;5.9636783;;;5.9425676;
NOKRUB;D;20221013;0;5.9800200;;;5.9823808;
NOKRUB;D;20221013;0;5.9844428;;;5.9254973;
NOKRUB;D;20221013;0;5.9256077;;;5.9195268;
NOKRUB;D;20221013;0;6.0343680;;;5.8548869;
NOKRUB;D;20221013;0;5.8442013;;;5.9284251;
NOKRUB;D;20221013;0;5.8893197;;;5.9198227;
NOKRUB;D;20221013;0;5.8676521;;;5.8806858;
NOKRUB;D;20221013;0;5.8820796;;;5.9188118;
NOKRUB;D;20221013;0;5.9175260;;;5.7982102;
NOKRUB;D;20221013;0;5.8457829;;;5.9013733;
NOKRUB;D;20221013;0;5.9029437;;;5.9177788;
NOKRUB;D;20221013;0;5.9178834;;;5.8997738;
NOKRUB;D;20221013;0;5.9432853;;;5.9560399;
NOKRUB;D;20221013;0;5.9326730;;;5.8701497;
NOKRUB;D;20221014;0;5.8482401;;;5.8898025;
NOKRUB;D;20221014;0;5.8907131;;;5.9698765;
NOKRUB;D;20221014;0;5.9657633;;;5.9761887;
NOKRUB;D;20221014;0;5.8876854;;;5.8951616;
NOKRUB;D;20221014;0;5.8948802;;;5.8917049;
NOKRUB;D;20221014;0;5.8954815;;;5.8995945;
NOKRUB;D;20221014;0;5.9558369;;;5.9617255;
NOKRUB;D;20221014;0;5.9609478;;;5.9364618;
NOKRUB;D;20221014;0;5.9333333;;;5.9248831;
NOKRUB;D;20221014;0;5.9338318;;;5.8847668;
NOKRUB;D;20221014;0;5.8843556;;;5.8949725;
NOKRUB;D;20221014;0;5.9004700;;;5.9016771;
NOKRUB;D;20221014;0;5.9012460;;;5.8919727;
NOKRUB;D;20221014;0;5.8905710;;;5.9291488;
NOKRUB;D;20221014;0;5.9290932;;;5.7168402;
NOKRUB;D;20221014;0;5.7640993;;;5.8400847;
NOKRUB;D;20221014;0;5.7787357;;;5.7805240;
NOKRUB;D;20221014;0;5.7867745;;;5.6857037;
NOKRUB;D;20221014;0;5.7758063;;;5.6809281;
NOKRUB;D;20221014;0;5.6804047;;;5.6764188;
NOKRUB;D;20221015;0;5.7227248;;;5.7359762;
NOKRUB;D;20221015;0;5.6813228;;;5.6918703;
NOKRUB;D;20221017;0;5.6223681;;;5.6270762;
NOKRUB;D;20221017;0;5.6730867;;;5.7062718;
NOKRUB;D;20221017;0;5.7369287;;;5.7479449;
NOKRUB;D;20221017;0;5.7428490;;;5.7420048;
NOKRUB;D;20221017;0;5.6822358;;;5.7210319;
NOKRUB;D;20221017;0;5.6812175;;;5.6921027;
NOKRUB;D;20221017;0;5.5594115;;;5.6632813;
NOKRUB;D;20221017;0;5.6752209;;;5.6640032;
NOKRUB;D;20221017;0;5.6707921;;;5.6885125;
NOKRUB;D;20221017;0;5.6881587;;;5.6880256;
NOKRUB;D;20221017;0;5.7188246;;;5.7053197;
NOKRUB;D;20221017;0;5.7037137;;;5.7238447;
NOKRUB;D;20221017;0;5.7241939;;;5.7056905;
NOKRUB;D;20221017;0;5.7170927;;;5.7038600;
NOKRUB;D;20221017;0;5.6084797;;;5.6843227;
NOKRUB;D;20221017;0;5.6063180;;;5.6530918;
NOKRUB;D;20221018;0;5.6369916;;;5.6083661;
NOKRUB;D;20221018;0;5.6794523;;;5.6929676;
NOKRUB;D;20221018;0;5.7252878;;;5.7372506;
NOKRUB;D;20221018;0;5.7187731;;;5.7001308;
NOKRUB;D;20221018;0;5.7014171;;;5.7148608;
NOKRUB;D;20221018;0;5.6957176;;;5.7020868;
NOKRUB;D;20221018;0;5.6948737;;;5.7148150;
NOKRUB;D;20221018;0;5.6864488;;;5.6285004;
NOKRUB;D;20221018;0;5.7169617;;;5.7476041;
NOKRUB;D;20221018;0;5.7773026;;;5.7469494;
NOKRUB;D;20221018;0;5.7401096;;;5.7705641;
NOKRUB;D;20221018;0;5.7711321;;;5.7443811;
NOKRUB;D;20221018;0;5.8001496;;;5.7473959;
NOKRUB;D;20221018;0;5.8229486;;;5.7688333;
NOKRUB;D;20221018;0;5.7311974;;;5.7505798;
NOKRUB;D;20221018;0;5.7761394;;;5.8326138;
NOKRUB;D;20221019;0;5.6771796;;;5.6822718;
NOKRUB;D;20221019;0;5.7552201;;;5.7614406;
NOKRUB;D;20221019;0;5.7849375;;;5.7948419;
NOKRUB;D;20221019;0;5.8013360;;;5.7970471;
NOKRUB;D;20221019;0;5.7967752;;;5.7179191;
NOKRUB;D;20221019;0;5.7744413;;;5.8121491;
NOKRUB;D;20221019;0;5.8126028;;;5.8019355;
NOKRUB;D;20221019;0;5.7785002;;;5.7899440;
NOKRUB;D;20221019;0;5.8023438;;;5.8193955;
NOKRUB;D;20221019;0;5.8188816;;;5.8332386;
NOKRUB;D;20221019;0;5.8047518;;;5.7810614;
NOKRUB;D;20221019;0;5.8523161;;;5.8271295;
NOKRUB;D;20221019;0;5.8385052;;;5.8600390;
NOKRUB;D;20221019;0;5.8617312;;;5.8032500;
NOKRUB;D;20221019;0;5.8510548;;;5.8555160;
NOKRUB;D;20221020;0;5.7749894;;;5.8426235;
NOKRUB;D;20221020;0;5.8379517;;;5.8708099;
NOKRUB;D;20221020;0;5.8701569;;;5.8833634;
NOKRUB;D;20221020;0;5.8979583;;;5.8789340;
NOKRUB;D;20221020;0;5.8980635;;;5.8413389;
NOKRUB;D;20221020;0;5.8484416;;;5.8967118;
NOKRUB;D;20221020;0;5.8871956;;;5.8922720;
NOKRUB;D;20221020;0;5.8969495;;;5.7903671;
NOKRUB;D;20221020;0;5.8773768;;;5.8784188;
NOKRUB;D;20221020;0;5.8760233;;;5.7921162;
NOKRUB;D;20221020;0;5.8642709;;;5.8044198;
NOKRUB;D;20221020;0;5.8934882;;;5.8683763;
NOKRUB;D;20221020;0;5.8801595;;;5.8747110;
